,price,Furnishing,Bathroom,Balcony,bhk,locality,City
250,"21,000",Semi-Furnished,2,1,2 BHK Apartment ," Rohan Abhilasha, Wagholi ",Pune
251,"14,000",Unfurnished,1,1,1 BHK Penthouse ," Nyati Gardens, Mohammed Wadi ",Pune
252,"30,000",Unfurnished,2,1,2 BHK Apartment ," Amanora Gold Towers, Amanora Park Town ",Pune
253,500000,Furnished,> 10,3,> 10 BHK Villa ," Marutirao Gaikwad Nagar, Aundh ",Pune
254,"13,000",Semi-Furnished,2,2,2 BHKHouse ," Project Vijay Nagar, Dhayari Phata Road ",Pune
255,"16,000",Unfurnished,1,1,1 BHK Apartment ," Nivasa Udaan, Lohegaon ",Pune
256,"50,000",Unfurnished,3,0,3 BHK Apartment ," Kumar Siddhachal, Bibwewadi Kondhwa Road ",Pune
257,"18,000",Semi-Furnished,2,2,2 BHK Apartment ," Windows Housing Society, Sus ",Pune
258,"37,000",Furnished,2,2,2 BHK Apartment ," Konark Krish 2, Keshav Nagar Mundhwa ",Pune
259,"21,000",Semi-Furnished,2,3,2 BHK Apartment ," Majestique Euriska, NIBM Annexe Area ",Pune
260,"16,000",Unfurnished,1,1,1 BHK Apartment ," Mahesh Society, Bibwewadi ",Pune
261,"55,000",Furnished,2,2,2 BHK Apartment ," F Residences, New Kalyani Nagar ",Pune
262,"10,000",Unfurnished,1,1,1 BHK Apartment ," Gagan Tisha, Atur Nagar, Undri ",Pune
263,"42,000",Semi-Furnished,2,1,2 BHK Apartment ," Ganga Platino, EON Free Zone, Kharadi ",Pune
264,"75,000",Semi-Furnished,5,2,4 BHK Apartment ," Kolte Patil 24K Stargaze, Bavdhan ",Pune
265,650000,Semi-Furnished,7,2,5 BHK Villa ," Tamhane Complex, Baner ",Pune
266,"8,000",Semi-Furnished,2,0,2 BHK Apartment ," Silver Heights Co Op Society, Talegaon Dabhade ",Pune
267,"10,000",Unfurnished,1,2,1 BHK Apartment ," Sai Ganga, Undri ",Pune
268,"30,000",Furnished,2,2,2 BHK Apartment ," Akshay Park, Thergaon, Pimpri Chinchwad ",Pune
269,"75,000",Unfurnished,3,2,3 BHK Apartment , Erandwane ,Pune
270,"40,000",Semi-Furnished,5,0,4 BHKHouse ," Nisarg, Varale Talegaon Dabhade ",Pune
