,price,Furnishing,Bathroom,Balcony,bhk,locality,City
311,100000,Semi-Furnished,4,2,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
312,"68,000",Furnished,3,2,3 BHK Apartment ," Narsingi, Outer Ring Road ",Hyderabad
313,"75,000",Furnished,3,2,3 BHK Apartment , Gachibowli ,Hyderabad
314,"28,000",Furnished,3,1,3 BHK Apartment , Toli Chowki ,Hyderabad
315,"25,000",Unfurnished,4,1,4 BHK Villa , Ameenpur ,Hyderabad
316,"7,000",Unfurnished,1,1,1 BHKHouse ," Golnaka, Amberpet, NH 2 2 ",Hyderabad
317,"12,000",Unfurnished,2,3,2 BHKHouse , Moula Ali ,Hyderabad
318,"14,000",Unfurnished,2,1,2 BHK Builder Floor , Kharmanghat ,Hyderabad
319,"60,000",Furnished,2,3,3 BHK Apartment , Gachibowli ,Hyderabad
320,"40,000",Furnished,2,2,3 BHK Builder Floor , Phase 7 KPHB ,Hyderabad
321,"12,000",Unfurnished,2,1,2 BHK Builder Floor ," Safilguda, Secunderabad ",Hyderabad
322,150000,Furnished,5,2,4 BHK Villa ," Tellapur, Outer Ring Road ",Hyderabad
323,"11,000",Semi-Furnished,4,1,3 BHK Villa , Rampally ,Hyderabad
324,"6,000",Semi-Furnished,1,0,1 BHK Penthouse ," Azampura, Chaderghat ",Hyderabad
325,"7,500",Unfurnished,2,2,2 BHKHouse , Chengicherla ,Hyderabad
326,"14,000",Unfurnished,2,1,2 BHK Builder Floor , North Lalaguda ,Hyderabad
327,"6,200",Unfurnished,1,0,1 BHK Builder Floor , Kapra ,Hyderabad
328,"15,000",Semi-Furnished,3,0,3 BHK Apartment ," Pocharam, NH 2 2 ",Hyderabad
329,"26,520",Furnished,2,2,1 BHK Apartment ," Machabollaram, Medchal Road ",Hyderabad
330,"20,000",Semi-Furnished,3,0,3 BHKHouse , Huda Colony Attapur ,Hyderabad
331,"25,000",Furnished,3,1,3 BHK Villa ," Gandi Maisamma, Outer Ring Road ",Hyderabad
332,"16,000",Semi-Furnished,3,1,4 BHK Villa ," Ghatkesar, NH 2 2 ",Hyderabad
333,"35,000",Semi-Furnished,4,2,4 BHK Villa , Kompally ,Hyderabad
334,"9,000",Unfurnished,2,1,2 BHKHouse , Maqtabahadur Ali ,Hyderabad
335,"35,000",Semi-Furnished,3,0,3 BHK Apartment , Gopanpalle ,Hyderabad
336,"75,000",Semi-Furnished,3,1,3 BHK Apartment , Nanakaramguda ,Hyderabad
337,"13,000",Semi-Furnished,3,0,3 BHK Builder Floor , Tirumalagiri ,Hyderabad
338,"5,000",Unfurnished,1,0,1 BHKHouse ," Shamsher Gunj, Aliabad ",Hyderabad
339,"14,000",Unfurnished,2,1,3 BHKHouse , Yakhutpura ,Hyderabad
340,"15,000",Unfurnished,2,1,3 BHKHouse , New Malakpet ,Hyderabad
341,"18,000",Semi-Furnished,2,0,3 BHK Builder Floor ," Bolarum, Medchal Road ",Hyderabad
342,"10,000",Semi-Furnished,1,0,1 BHK Apartment , Ambedkar Colony ,Hyderabad
343,"70,000",Unfurnished,3,2,3 BHK Apartment , Kondapur ,Hyderabad
344,"50,000",Semi-Furnished,3,1,3 BHK Apartment ," Narsingi, Outer Ring Road ",Hyderabad
345,140000,Unfurnished,5,4,4 BHK Apartment , Gachibowli ,Hyderabad
346,"40,000",Unfurnished,3,2,3 BHKHouse , Gopanpalle ,Hyderabad
347,"36,000",Semi-Furnished,3,1,3 BHK Apartment , Nalagandla ,Hyderabad
348,"15,000",Furnished,1,1,2 BHK Apartment , Vidya Nagar Adikmet ,Hyderabad
349,"65,000",Semi-Furnished,3,1,4 BHK Apartment , Gachibowli ,Hyderabad
350,"60,000",Semi-Furnished,4,3,3 BHK Villa ," Kollur, Outer Ring Road ",Hyderabad
351,"20,000",Semi-Furnished,3,1,3 BHKHouse , Kushaiguda ,Hyderabad
352,"14,000",Unfurnished,2,0,2 BHKHouse , Chinthal ,Hyderabad
353,"20,000",Semi-Furnished,3,3,3 BHKHouse , Alwal ,Hyderabad
354,"55,000",Semi-Furnished,3,2,3 BHK Apartment , Nalagandla ,Hyderabad
355,"27,000",Semi-Furnished,2,1,3 BHK Apartment , Kondapur ,Hyderabad
356,"10,500",Unfurnished,2,2,2 BHKHouse ," Subhan Colony, Chandrayangutta ",Hyderabad
357,"28,000",Semi-Furnished,2,1,2 BHK Apartment , Appa Junction Area ,Hyderabad
358,"18,500",Semi-Furnished,3,0,3 BHKHouse , Beeramguda Ramachandrapuram ,Hyderabad
359,"20,000",Unfurnished,2,0,2 BHK Villa ," Bowrampet, Outer Ring Road ",Hyderabad
360,"22,000",Semi-Furnished,3,1,3 BHK Builder Floor , Bandlaguda Nagole ,Hyderabad
361,"17,000",Semi-Furnished,3,1,3 BHK Villa , AS Rao Nagar ,Hyderabad
362,"11,000",Unfurnished,2,1,2 BHKHouse , Kapra ,Hyderabad
363,"6,000",Unfurnished,1,0,1 BHKHouse ," Boduppal, NH 2 2 ",Hyderabad
364,"11,000",Semi-Furnished,2,0,2 BHKHouse , Sai Ram Nagar Bandlaguda Jagir ,Hyderabad
365,"6,000",Unfurnished,1,0,1 BHKHouse ," Ramanthapur, NH 2 2 ",Hyderabad
366,"15,000",Semi-Furnished,2,1,3 BHK Apartment , Sangareddy ,Hyderabad
367,"26,000",Semi-Furnished,2,2,2 BHK Apartment , Navodaya Colony Mehdipatnam ,Hyderabad
368,"30,000",Semi-Furnished,4,1,3 BHK Villa , Mokila ,Hyderabad
369,110000,Semi-Furnished,3,3,3 BHK Apartment , Hitech City ,Hyderabad
370,"30,000",Unfurnished,3,1,3 BHKHouse , Bowenpally ,Hyderabad
371,"20,000",Semi-Furnished,3,1,3 BHKHouse , Yapral ,Hyderabad
372,"60,000",Semi-Furnished,3,2,3 BHK Apartment ," Kokapet, Outer Ring Road ",Hyderabad
373,"45,000",Furnished,4,2,4 BHK Villa ," R K Puram, Secunderabad ",Hyderabad
374,"25,000",Furnished,3,2,3 BHK Apartment ," Boduppal, NH 2 2 ",Hyderabad
375,"16,000",Unfurnished,2,0,2 BHKHouse , Khairtabad ,Hyderabad
376,"18,000",Semi-Furnished,2,3,2 BHKHouse ," LB Nagar, NH  9 ",Hyderabad
377,"27,000",Semi-Furnished,2,2,3 BHK Apartment ," Hyder Nagar, NH  9 ",Hyderabad
378,110000,Furnished,4,3,3 BHK Apartment ," Financial District, Nanakram Guda ",Hyderabad
379,"7,500",Unfurnished,2,2,2 BHKHouse , Dammaiguda ,Hyderabad
380,"40,000",Furnished,3,0,3 BHKHouse , Nagole ,Hyderabad
381,"15,000",Unfurnished,2,1,2 BHKHouse , Medchal ,Hyderabad
382,"15,000",Semi-Furnished,1,0,2 BHKHouse ," Bolarum, Medchal Road ",Hyderabad
383,"27,000",Furnished,4,2,3 BHK Villa , Bachupally ,Hyderabad
384,"9,000",Unfurnished,2,1,2 BHKHouse ," Hayat Nagar, Rajendra Nagar, Outer Ring Road ",Hyderabad
385,"50,000",Semi-Furnished,5,2,4 BHK Villa , Mokila ,Hyderabad
